YearPublished,MinPlayers,MaxPlayers,ComAgeRec,Kickstarted,AvgGameweight,ComAvgPlaytime,ComAvgPlaytime_log,PopularityScore,CategoryLabel,Rating
2013,2,4,12.0,1,2.2735000000000003,60.0,4.110873864173311,0.36644742291499977,1,Low
1985,2,2,10.0,0,3.926,180.0,5.198497031265826,0.28285766913084925,3,High
2011,2,4,8.0,0,1.8213499999999998,15.0,2.772588722239781,0.23523520184730515,0,Low
2014,3,8,8.0,0,1.0524,25.0,3.258096538021482,0.18824724026263118,0,Medium
1983,2,2,8.0,0,2.0713,20.0,3.044522437723423,0.22272472950435135,6,Low
1982,2,2,10.0,0,2.3955,60.0,4.110873864173311,0.20225619675703835,0,Low
2018,2,6,6.0,0,1.07945,22.5,3.1570004211501135,0.22462129218104943,0,Low
2009,3,4,10.0,0,2.4545500000000002,60.0,4.110873864173311,0.37973347438616106,2,Medium
2019,3,5,10.0,1,2.08805,52.5,3.979681653901961,0.21132031815209454,0,Medium
2006,2,6,11.0,0,2.11925,120.0,4.795790545596741,0.3603401487752818,1,Low
1998,2,8,10.0,0,1.3155000000000001,30.0,3.4339872044851463,0.3354572730111783,7,Medium
2018,2,4,10.0,0,1.7843,45.0,3.828641396489095,0.29163134319669715,0,Medium
2017,2,4,8.0,0,1.4041000000000001,25.0,3.258096538021482,0.21561986605104705,0,Low
2009,1,1,12.0,0,2.7263,45.0,3.828641396489095,0.44416899431089657,1,High
2009,2,4,6.555555555555555,0,1.40785,15.0,2.772588722239781,0.5064870120143528,4,Medium
2019,2,4,8.571428571428571,0,1.897,45.0,3.828641396489095,0.5077389725758068,4,Medium
2003,2,2,10.666666666666666,0,2.4960500000000003,60.0,4.110873864173311,0.39684762712275023,5,Medium
2015,3,5,12.0,0,2.1296,30.0,3.4339872044851463,0.18368361293973196,0,Medium
2011,3,8,6.0,0,1.1374499999999999,30.0,3.4339872044851463,0.2434937162323181,0,Low
2020,1,6,7.0,1,2.1115,32.5,3.5115454388310208,0.24483002055952627,0,Medium
2017,2,4,8.0,1,1.7951000000000001,22.5,3.1570004211501135,0.2624686266713519,0,Medium
2015,2,6,8.0,1,1.56375,45.0,3.828641396489095,0.24126993330829954,0,Low
2018,1,2,10.0,1,2.4213,25.0,3.258096538021482,0.3555486440909914,0,Medium
2004,2,4,10.74468085106383,0,2.5427,52.5,3.979681653901961,0.7798951390202887,2,High
2006,3,10,10.4,0,2.2179,30.0,3.4339872044851463,0.47288050803057313,2,Medium
2015,2,5,9.142857142857142,0,2.4182,60.0,4.110873864173311,0.6050365560141808,1,Medium
1982,2,6,10.0,0,1.2387000000000001,30.0,3.4339872044851463,0.23838759675124155,0,Low
2009,2,2,12.0,0,3.3502,180.0,5.198497031265826,0.46883829635605984,3,Medium
2012,2,4,11.333333333333334,0,2.3821000000000003,45.0,3.828641396489095,0.4638438605245304,2,Medium
2009,2,2,12.0,0,2.9046000000000003,240.0,5.484796933490655,0.3355884704147787,3,High
2008,2,2,13.0,0,3.19875,900.0,6.803505257608338,0.349045896421401,3,Medium
2017,2,6,13.0,0,1.1289500000000001,52.5,3.979681653901961,0.27609986855021035,0,Medium
2008,2,2,12.0,0,1.6856499999999999,45.0,3.828641396489095,0.2535119788093074,3,Medium
2016,2,4,6.0,0,1.11035,15.0,2.772588722239781,0.22901303980773274,0,Medium
2004,3,6,12.0,0,1.34335,30.0,3.4339872044851463,0.19252124617617056,0,Low
1975,2,10,6.0,0,1.3453499999999998,30.0,3.4339872044851463,0.3245235385681242,4,Low
2014,2,4,6.0,0,2.338,45.0,3.828641396489095,0.3103253611607416,0,Medium
2018,1,4,9.8,1,2.3638500000000002,67.5,4.22683374526818,0.649077813647916,2,High
2008,2,2,7.111111111111111,0,3.3352,30.0,3.4339872044851463,0.353172445524732,6,High
1994,3,6,12.0,0,1.9138000000000002,60.0,4.110873864173311,0.2636434374385964,0,Low
1992,2,2,12.0,0,2.6516,45.0,3.828641396489095,0.3037295149864734,0,Low
2015,3,6,8.0,0,1.3461,15.0,2.772588722239781,0.29759114432471145,0,Medium
2001,2,2,9.0,0,2.1433999999999997,30.0,3.4339872044851463,0.19130164706005093,6,Medium
1973,1,2,10.0,0,1.32745,10.0,2.3978952727983707,0.18126332381476118,0,Low
2021,2,4,7.0,1,1.9201,37.5,3.6506582412937387,0.39119682785094967,0,High
2010,2,4,7.0,0,2.451,45.0,3.828641396489095,0.2551708133398359,0,Low
1996,2,2,12.0,0,2.4728,240.0,5.484796933490655,0.24404150084340615,3,Low
2003,3,5,11.0,0,3.1378,90.0,4.51085950651685,0.7425080734024035,2,High
1998,3,4,6.0,0,1.171,30.0,3.4339872044851463,0.33355251173306477,0,Low
1989,2,5,10.0,0,1.1113499999999998,30.0,3.4339872044851463,0.21492290076408718,8,Medium
1840,2,2,10.0,0,1.3904,15.5,2.803360380906535,0.21803342509512233,0,Low
1981,2,6,5.0,0,1.0875,15.0,2.772588722239781,0.2581912367181098,0,Low
2018,2,4,5.166666666666667,0,1.05945,30.0,3.4339872044851463,0.518124974954224,4,High
2007,2,2,14.0,0,2.50275,20.0,3.044522437723423,0.2635584839544139,5,Medium
1965,2,6,8.0,0,2.21005,90.0,4.51085950651685,0.40311479740788503,0,Low
2013,1,2,3.6666666666666665,0,1.3921999999999999,10.0,2.3978952727983707,0.2569481074868266,0,Medium
2015,2,2,9.6,0,3.14185,30.0,3.4339872044851463,0.537118221538628,5,High
2019,2,4,7.0,0,1.0502,30.0,3.4339872044851463,0.19044002917471914,0,Medium
2011,3,8,8.666666666666666,0,2.29895,45.0,3.828641396489095,0.37365273547805444,7,Low
2021,2,5,5.0,0,1.0885500000000001,37.5,3.6506582412937387,0.2245758735669927,0,Medium
2021,2,2,10.0,1,2.3929,25.0,3.258096538021482,0.506330114274351,5,High
2020,2,2,15.5,0,4.0873,105.0,4.663439094112067,0.2104493613173944,3,High
2019,2,4,8.666666666666666,0,1.97565,37.5,3.6506582412937387,0.34065086138237727,0,High
1999,3,6,10.0,0,1.82615,60.0,4.110873864173311,0.3244797393276152,1,Low
1979,2,6,8.666666666666666,0,2.45055,90.0,4.51085950651685,0.4223785816653893,2,Medium
2012,2,2,11.538461538461538,0,2.64415,30.0,3.4339872044851463,0.6321245330357118,2,Medium
2020,1,1,8.0,0,2.07355,15.0,2.772588722239781,0.16034943718151284,0,High
2014,2,5,10.0,1,1.94625,37.5,3.6506582412937387,0.38622034218770623,4,Medium
1994,1,2,15.0,0,3.2192499999999997,360.0,5.8888779583328805,0.2338729464710408,3,Medium
2016,1,1,14.5,0,2.3781499999999998,60.0,4.110873864173311,0.32590916024742533,3,High
2011,2,4,13.0,0,3.58615,120.0,4.795790545596741,0.35184090813708463,0,Medium
2019,1,6,11.333333333333334,0,2.0647,60.0,4.110873864173311,0.44345552057355697,0,Medium
2019,2,4,5.5,0,1.07545,22.5,3.1570004211501135,0.22625511716969768,0,Medium
2010,2,4,8.0,0,2.101,25.0,3.258096538021482,0.20793656017811749,0,Medium
2018,2,8,8.0,0,1.3082,20.0,3.044522437723423,0.5359601877841047,7,Medium
2005,2,5,12.0,0,2.0088,45.0,3.828641396489095,0.2997443462601343,0,Medium
2020,2,5,12.0,0,2.6959,67.5,4.22683374526818,0.4960181027369894,2,High
0,1,4,13.0,1,3.1199,90.0,4.51085950651685,0.19244429361983534,0,High
1996,1,2,14.0,0,2.9486499999999998,180.0,5.198497031265826,0.2850705155268966,3,Medium
2012,1,8,6.5,0,1.4302,30.0,3.4339872044851463,0.4840111740140465,4,Medium
2004,2,4,8.0,0,1.5206499999999998,20.0,3.044522437723423,0.46150375587792447,4,Low
2007,2,2,12.0,0,2.136,20.0,3.044522437723423,0.22969075244104878,0,Low
2007,2,2,11.181818181818182,0,1.9859499999999999,45.0,3.828641396489095,0.6515207393595754,2,Medium
1996,2,2,12.0,0,2.7386,180.0,5.198497031265826,0.22556144066740513,3,Low
2011,1,4,13.846153846153848,0,3.7881,90.0,4.51085950651685,0.5263534735923452,1,Medium
2020,1,2,14.0,0,2.73175,37.5,3.6506582412937387,0.36250038320008626,3,High
2006,3,5,8.0,0,1.44245,30.0,3.4339872044851463,0.4191571197408803,4,Low
2008,2,5,5.0,0,1.3707,15.0,2.772588722239781,0.3653551767607388,8,Low
2017,4,8,9.333333333333334,0,1.3,25.0,3.258096538021482,0.48199580941301606,7,Medium
2013,3,6,6.0,0,1.48785,20.0,3.044522437723423,0.23972687582957375,0,Low
2005,3,7,12.0,0,1.0636999999999999,37.5,3.6506582412937387,0.1795525053104869,0,Low
2001,2,4,10.0,0,2.3879,60.0,4.110873864173311,0.4600859914557907,2,Medium
1996,2,6,6.0,0,4.1229499999999994,30.0,3.4339872044851463,0.14656097792495382,0,Low
2018,1,4,12.045454545454543,1,3.443,75.0,4.330733340286331,0.7000080641756297,2,High
2016,2,4,8.0,0,1.7051,22.5,3.1570004211501135,0.27968837928879475,0,Medium
2003,2,4,16.0,0,3.20335,360.0,5.8888779583328805,0.3740292320457702,3,High
2019,2,5,12.0,1,2.43605,60.0,4.110873864173311,0.34304694557611803,0,Medium
1998,2,8,10.0,0,1.2979,32.5,3.5115454388310208,0.2420386362719537,0,Low
2019,2,2,8.0,0,1.10015,3.0,1.3862943611198906,0.20762279012423168,0,Medium
2020,1,6,10.0,0,2.07355,60.0,4.110873864173311,0.16580335435992624,0,High
2007,2,2,3.0,0,1.3555,20.0,3.044522437723423,0.2781793482368522,6,Low
2014,2,4,9.333333333333334,1,2.3857,52.5,3.979681653901961,0.5636201513146355,2,Medium
2019,3,7,14.0,0,2.6029,37.5,3.6506582412937387,0.2044232869300031,0,High
2019,2,4,6.0,0,1.07565,30.0,3.4339872044851463,0.23186532692678477,0,Medium
2018,2,2,4.75,0,1.09135,12.5,2.6026896854443837,0.2657295092621515,0,Medium
1990,2,6,3.75,0,1.07295,20.0,3.044522437723423,0.25759695373478897,0,Low
1994,2,6,12.545454545454543,0,3.0044000000000004,240.0,5.484796933490655,0.563486665188359,2,Medium
2012,2,4,8.0,0,2.11545,60.0,4.110873864173311,0.2054215228105195,0,Medium
2017,2,2,12.0,0,2.91315,45.0,3.828641396489095,0.2927160119797192,0,Medium
2005,2,4,10.666666666666666,0,2.63715,60.0,4.110873864173311,0.38748898855672814,2,Medium
2015,2,5,8.0,0,1.26115,8.5,2.2512917986064953,0.33172652827465715,0,Medium
1996,2,2,15.0,0,2.6984500000000002,37.5,3.6506582412937387,0.20247788953397744,3,Low
2018,2,6,12.0,1,2.07355,55.0,4.02535169073515,0.17574103487885645,0,Low
2019,3,12,10.0,0,1.10795,37.5,3.6506582412937387,0.3085163703324456,0,Low
2012,2,6,11.78181818181818,1,3.42615,105.0,4.663439094112067,0.81823513840962,2,High
2011,2,2,8.0,0,2.3332,30.0,3.4339872044851463,0.20682675841427947,0,Low
2011,2,2,12.0,0,2.5324,40.0,3.713572066704308,0.44655759234412556,2,Medium
2017,2,4,8.4,1,2.39,60.0,4.110873864173311,0.5029203375620078,2,High
2011,2,3,16.0,0,2.67625,120.0,4.795790545596741,0.24935848925101087,3,Medium
2019,2,4,10.0,0,2.0842,45.0,3.828641396489095,0.42900007438849536,0,High
2008,2,5,11.428571428571429,0,2.9317,60.0,4.110873864173311,0.35309860212306265,0,Low
1975,1,4,10.0,0,3.0768500000000003,20.0,3.044522437723423,0.22542372642053699,0,Medium
2013,2,5,10.857142857142858,1,2.4608999999999996,30.0,3.4339872044851463,0.5386079540338296,2,Medium
2017,2,6,5.0,0,1.18085,15.0,2.772588722239781,0.4206524742571216,0,Medium
2008,2,4,10.0,0,1.34775,20.0,3.044522437723423,0.25426649369077814,0,Medium
0,2,4,10.0,1,1.7676,20.0,3.044522437723423,0.22807528964868748,0,Medium
1993,2,4,9.0,0,1.89605,40.0,3.713572066704308,0.2375385074959474,0,Low
1974,3,9,12.0,0,3.85295,360.0,5.8888779583328805,0.3918714697512479,2,Medium
2020,2,4,8.0,0,2.09435,15.0,2.772588722239781,0.26267965931285286,0,Medium
2009,2,5,4.555555555555555,0,1.1195,10.0,2.3978952727983707,0.37200616490515565,8,Medium
1990,2,2,10.0,0,4.44345,180.0,5.198497031265826,0.2316994284526151,0,High
2011,2,4,21.0,0,1.46285,75.0,4.330733340286331,0.2604145934604642,0,Low
2002,2,4,9.333333333333334,0,2.3264500000000004,120.0,4.795790545596741,0.6209202539531729,1,Low
1991,2,2,12.0,0,2.65055,120.0,4.795790545596741,0.3234160577611853,3,Medium
2016,2,4,8.0,0,2.09055,25.0,3.258096538021482,0.394912450561384,0,Medium
2011,2,6,10.571428571428571,0,2.72505,120.0,4.795790545596741,0.47995573036124795,1,Low
1981,2,2,10.0,0,2.96975,90.0,4.51085950651685,0.22503476730141472,3,Medium
2014,2,5,7.866666666666666,1,2.2700500000000003,20.0,3.044522437723423,0.4893797756165071,4,Medium
2019,1,6,7.5,0,2.51885,15.0,2.772588722239781,0.42144673545218814,4,High
2000,3,4,10.666666666666666,0,2.4654,30.0,3.4339872044851463,0.4412604791785375,2,Medium
2014,3,99,10.0,0,1.3403,45.0,3.828641396489095,0.2604105065114794,0,Low
1996,2,8,12.0,0,3.49195,180.0,5.198497031265826,0.3163126262485966,3,Medium
2005,2,4,8.0,0,1.31725,45.0,3.828641396489095,0.26711120947410344,0,Low
2015,1,4,10.0,1,2.47945,60.0,4.110873864173311,0.34024899249386686,0,Medium
1977,2,4,6.0,0,1.6995,60.0,4.110873864173311,0.2608226995182329,8,Low
2017,4,20,18.0,0,1.0588,30.0,3.4339872044851463,0.2091745711547176,0,Medium
2017,3,6,10.0,0,2.14895,90.0,4.51085950651685,0.3350649677896623,0,Medium
2011,2,2,8.666666666666666,0,2.94695,20.0,3.044522437723423,0.30676159459794045,0,Medium
2014,2,7,18.0,0,2.8055000000000003,45.0,3.828641396489095,0.372178840388775,0,High
2008,2,9,4.0,0,1.25755,10.0,2.3978952727983707,0.1986629970334662,0,Low
2014,2,4,8.75,1,1.51725,35.0,3.58351893845611,0.532892350066907,4,Medium
2018,1,2,11.0,0,3.2281500000000003,20.0,3.044522437723423,0.40474706362954815,0,High
1999,2,6,10.0,0,1.31365,20.0,3.044522437723423,0.25266080381733147,0,Low
1995,3,6,6.0,0,1.7347000000000001,45.0,3.828641396489095,0.3514210959933818,0,Medium
2015,2,4,8.0,0,1.86265,32.5,3.5115454388310208,0.2481400095697849,0,Medium
2019,2,4,8.0,0,1.2064,20.0,3.044522437723423,0.4210938475493933,0,Medium
1851,2,4,4.25,0,1.1405500000000002,20.0,3.044522437723423,0.3563168004930935,8,Low
2011,3,7,12.0,0,3.7828999999999997,150.0,5.017279836814924,0.34564330702004026,2,Medium
2011,2,4,8.0,1,1.42095,5.0,1.791759469228055,0.1942363613303192,0,Low
1970,1,12,11.0,0,2.13355,60.0,4.110873864173311,0.35566557394653114,2,Low
2021,2,4,14.0,0,3.4352,360.0,5.8888779583328805,0.4237820786327804,3,High
2004,3,5,9.77777777777778,0,2.3821000000000003,60.0,4.110873864173311,0.5857526655058745,2,Medium
2014,1,6,12.22222222222222,1,3.2372,120.0,4.795790545596741,0.6022224678545316,2,Medium
2017,3,5,10.0,0,1.6336,27.5,3.349904087274605,0.24139779341105455,0,Medium
2005,3,4,10.0,0,1.39795,15.0,2.772588722239781,0.3901728032426215,4,Low
1999,2,2,12.0,0,2.2958499999999997,135.0,4.912654885736052,0.2707597407734992,3,Medium
2013,2,4,19.33333333333333,0,4.17415,17280.0,9.757362911053992,0.37917414277614203,3,High
2017,2,4,4.0,0,2.07355,9.0,2.302585092994046,0.14828711536162395,0,Low
2017,2,2,14.0,0,2.07355,37.5,3.6506582412937387,0.2542136674657546,0,High
2015,1,4,12.0,1,2.8418,80.0,4.394449154672439,0.4426340026284452,2,Medium
2009,5,8,8.0,0,1.46975,20.0,3.044522437723423,0.18583562680699478,0,Low
2013,2,2,8.0,1,1.2946,15.0,2.772588722239781,0.3878569472023675,0,Medium
1992,2,6,8.0,0,1.47275,45.0,3.828641396489095,0.4295879263288284,4,Medium
2003,3,5,9.333333333333334,0,1.9412500000000001,30.0,3.4339872044851463,0.598741335862352,4,Medium
2016,2,5,10.0,0,2.06745,45.0,3.828641396489095,0.21912385134323895,0,Medium
2017,2,99,8.0,1,2.5587999999999997,15.0,2.772588722239781,0.3150510127530482,0,Medium
2019,2,4,12.0,0,2.6739,45.0,3.828641396489095,0.34861976585314336,0,Medium
2015,2,4,10.0,1,3.109,30.0,3.4339872044851463,0.3879168424580708,5,Medium
2004,2,2,6.8,0,1.34415,12.5,2.6026896854443837,0.3811360183589597,6,Medium
1976,2,4,7.0,0,2.07355,20.0,3.044522437723423,0.15995656188610055,8,Low
2017,3,4,8.0,0,2.0998,37.5,3.6506582412937387,0.2513143289938788,0,Medium
2002,2,6,8.0,0,1.08845,15.0,2.772588722239781,0.16348295064098461,0,Low
2009,2,2,14.0,0,2.58685,240.0,5.484796933490655,0.2533109981600943,3,Medium
1990,3,4,9.0,0,1.9916,40.0,3.713572066704308,0.5864887078973806,4,Medium
2010,2,4,8.0,0,1.7847,52.5,3.979681653901961,0.32650128599506467,0,High
2001,2,4,12.0,0,1.0855000000000001,30.0,3.4339872044851463,0.23059117974786233,0,Low
2019,2,4,10.0,1,3.0961999999999996,75.0,4.330733340286331,0.4415166982485076,0,Medium
2012,2,4,8.0,0,1.80945,22.5,3.1570004211501135,0.1995056184443684,0,Medium
2009,1,2,14.0,0,1.7055,90.0,4.51085950651685,0.2516798331730487,3,Medium
2005,2,8,12.0,0,4.471,120.0,4.795790545596741,0.3629991767930312,3,Medium
2019,2,4,5.0,0,2.07355,15.0,2.772588722239781,0.1713022688466942,0,Medium
2016,2,6,11.0,0,2.31405,60.0,4.110873864173311,0.3165936774057023,0,Medium
2011,2,6,8.0,0,3.0984,37.5,3.6506582412937387,0.20385894348751402,0,Low
2018,3,9,8.4,0,2.2599,45.0,3.828641396489095,0.4415787893972669,4,Medium
2016,2,5,8.0,0,2.0179,30.0,3.4339872044851463,0.5559582363166098,4,Medium
2017,2,5,10.0,0,2.90915,37.5,3.6506582412937387,0.37060151358279103,0,Medium
2017,2,2,10.0,0,2.07355,37.5,3.6506582412937387,0.1530661960098783,0,High
1969,2,4,3.333333333333333,0,1.19135,10.0,2.3978952727983707,0.3703589836215388,8,Low
1919,2,2,9.0,0,2.1681,180.0,5.198497031265826,0.2554642772874516,3,Low
2019,1,3,16.0,1,3.2514000000000003,75.0,4.330733340286331,0.3901099043586122,3,High
2012,1,4,12.0,1,2.97925,90.0,4.51085950651685,0.6790256799646723,1,High
2020,1,6,14.0,0,2.07355,60.0,4.110873864173311,0.19674025704324574,0,High
2015,2,4,10.285714285714286,1,3.08365,45.0,3.828641396489095,0.427106858359258,2,High
2014,2,4,10.0,0,2.1752000000000002,52.5,3.979681653901961,0.6783808760992217,2,High
2020,2,4,8.571428571428571,0,2.4257999999999997,50.0,3.9318256327243257,0.5749553446972283,1,High
2018,2,4,10.0,1,2.124,75.0,4.330733340286331,0.27107328904149425,0,High
2020,2,5,9.0,0,2.2988999999999997,52.5,3.979681653901961,0.443924518489461,1,High
2021,1,6,12.0,1,3.2493499999999997,60.0,4.110873864173311,0.3376886045396624,0,High
2018,2,4,5.0,1,1.6186500000000001,20.0,3.044522437723423,0.2503872387362275,0,Medium
2002,2,2,12.0,0,2.53205,60.0,4.110873864173311,0.36856785036587547,1,Low
2012,2,5,12.5,0,2.8174,52.5,3.979681653901961,0.5427370346710749,2,Medium
2017,2,6,6.4,0,1.05785,15.0,2.772588722239781,0.43493047722749656,4,Medium
2003,2,2,12.0,0,2.46815,45.0,3.828641396489095,0.23861188572766298,3,Medium
2006,2,2,5.0,0,1.2851,10.0,2.3978952727983707,0.2534824672872018,5,Medium
2017,3,99,17.0,0,1.1404,45.0,3.828641396489095,0.20615360451010706,0,Low
2004,1,2,8.4,0,2.0362,30.0,3.4339872044851463,0.5270911094273842,6,Medium
1996,2,6,8.0,0,1.4158499999999998,120.0,4.795790545596741,0.1776806631547127,0,Low
1985,2,4,10.0,0,1.5335,60.0,4.110873864173311,0.3343277447532785,0,Low
2014,1,4,11.77777777777778,1,2.9428,60.0,4.110873864173311,0.41348357385124124,3,High
1998,2,6,10.0,0,1.8515000000000001,30.0,3.4339872044851463,0.26596447466487716,0,Low
2001,2,4,5.882352941176471,0,1.2955999999999999,30.0,3.4339872044851463,0.647531958578088,4,Medium
2005,3,4,12.5,0,3.7903000000000002,120.0,4.795790545596741,0.46227924159882805,2,Medium
2011,2,2,10.0,0,2.1345,50.0,3.9318256327243257,0.3067822958930054,3,Medium
2015,2,4,5.789473684210527,1,1.5054500000000002,20.0,3.044522437723423,0.5554025386465214,4,Medium
2014,2,4,11.0,1,2.6951,45.0,3.828641396489095,0.444060528478265,2,Medium
2008,2,5,9.142857142857142,0,2.4864,75.0,4.330733340286331,0.5751248045426263,4,Medium
2006,2,15,12.0,0,1.383,45.0,3.828641396489095,0.40342424209624156,0,Low
2016,2,4,14.0,0,2.8693,360.0,5.8888779583328805,0.3528225796028799,3,High
1996,2,6,9.428571428571429,0,2.068,90.0,4.51085950651685,0.5267238971819097,4,Medium
2014,2,4,8.0,1,2.8497500000000002,60.0,4.110873864173311,0.30442028922226017,0,High
2010,2,4,16.0,0,1.89955,30.0,3.4339872044851463,0.2511648225640285,0,Low
2019,1,6,14.0,1,3.90315,60.0,4.110873864173311,0.3189096007413248,3,High
2011,2,5,5.0,0,1.1499000000000001,15.0,2.772588722239781,0.22772500031042028,8,Low
2018,3,6,8.0,0,1.5663,35.0,3.58351893845611,0.25106752430451185,0,Medium
2012,2,4,7.786729857819905,0,1.2760500000000001,20.0,3.044522437723423,0.8985306561792614,4,High
2019,2,5,6.0,0,1.6153,30.0,3.4339872044851463,0.3440916195470393,0,Medium
2011,2,5,12.8,0,2.8071,45.0,3.828641396489095,0.4923605427671424,2,Medium
2008,2,2,12.0,0,2.46995,52.5,3.979681653901961,0.25189407134100406,0,High
2013,3,3,7.0,0,1.0603,10.0,2.3978952727983707,0.24346882417340326,0,Medium
1975,2,2,9.428571428571429,0,1.8338,30.0,3.4339872044851463,0.4343495550824268,3,Low
1989,2,2,11.0,0,3.183,240.0,5.484796933490655,0.34048696352253527,3,Medium
2013,2,5,10.0,0,1.05495,15.0,2.772588722239781,0.21386761380587282,0,Low
2010,2,2,16.0,0,1.9214,45.0,3.828641396489095,0.40840110001987884,1,High
2010,2,4,12.0,0,1.30525,37.5,3.6506582412937387,0.2145099730296412,0,Low
2003,2,7,8.478260869565217,0,1.9553000000000003,60.0,4.110873864173311,0.7149479042491421,4,Medium
1934,2,8,5.0,0,1.1494499999999999,30.0,3.4339872044851463,0.27063099225326553,8,Low
1985,2,2,8.0,0,2.54845,15.0,2.772588722239781,0.42036209771603794,6,Medium
1999,3,6,6.307692307692308,0,1.21885,25.0,3.258096538021482,0.5885542067167423,4,Medium
2011,3,5,6.0,1,1.28905,15.0,2.772588722239781,0.5385038810443291,4,Medium
2019,2,4,8.0,0,2.62675,75.0,4.330733340286331,0.290408952181499,0,High
2012,2,5,6.388888888888889,0,1.17815,30.0,3.4339872044851463,0.5244299967460172,4,Medium
2015,2,6,12.0,1,3.9126000000000003,180.0,5.198497031265826,0.2862961563972304,3,Medium
2019,2,2,11.11111111111111,1,2.69445,67.5,4.22683374526818,0.5654449478873822,1,High
2011,2,4,12.0,0,2.8159,60.0,4.110873864173311,0.432379957601956,2,Medium
2014,2,5,6.0,0,1.4417,20.0,3.044522437723423,0.1703176422054847,0,Low
0,1,4,8.0,0,2.1455,4.0,1.6094379124341003,0.1680932290366935,0,High
2016,2,6,6.0,0,1.84665,22.5,3.1570004211501135,0.2882573114414466,0,Medium
1956,2,10,6.417910447761194,0,1.27665,30.0,3.4339872044851463,0.7176933020242765,4,Low
1993,1,2,16.0,0,3.04535,300.0,5.707110264748875,0.35951842643667786,3,Medium
2021,1,5,16.0,1,3.23875,90.0,4.51085950651685,0.48180398293057963,1,High
2014,2,5,11.333333333333334,1,1.9339,30.0,3.4339872044851463,0.34864323162297145,4,Medium
2013,2,5,8.0,0,1.73395,20.0,3.044522437723423,0.20064443206329735,0,Medium
1975,1,3,16.0,0,3.29995,90.0,4.51085950651685,0.296171204594259,3,High
1968,3,6,10.0,0,1.8547500000000001,60.0,4.110873864173311,0.25345617197731163,0,Medium
2016,3,4,12.0,0,2.1142000000000003,37.5,3.6506582412937387,0.28422105078629856,0,Medium
2007,3,5,10.666666666666666,0,2.42565,120.0,4.795790545596741,0.4985428414561764,1,Medium
1983,2,2,13.0,0,2.7306,90.0,4.51085950651685,0.18048866085017917,3,Low
2017,2,6,12.0,0,2.14655,60.0,4.110873864173311,0.2812519009082636,0,Medium
1994,2,6,11.0,0,2.7052,210.0,5.351858133476067,0.4469228096747941,2,Medium
2014,5,75,14.0,1,1.5836000000000001,30.0,3.4339872044851463,0.5404744244987245,7,Medium
1990,2,2,16.0,0,3.011,240.0,5.484796933490655,0.2784163265001466,3,Medium
1909,2,2,8.444444444444445,0,1.8246,30.0,3.4339872044851463,0.44386834566348077,4,Low
1987,3,16,10.0,0,1.30095,90.0,4.51085950651685,0.20798255430029255,0,Low
2020,2,6,8.0,0,2.07355,40.0,3.713572066704308,0.22728786827105876,0,High
2005,1,2,16.0,0,3.11705,960.0,6.8679744089702925,0.29927567186281634,3,High
1989,1,4,8.5,0,1.6017000000000001,45.0,3.828641396489095,0.357756063452513,6,Low
2016,2,5,9.5,1,2.7142999999999997,60.0,4.110873864173311,0.39136388890827395,1,Medium
1999,3,4,13.0,0,2.14215,75.0,4.330733340286331,0.27052680433008525,0,Medium
2005,2,5,10.347826086956522,0,2.7150499999999997,75.0,4.330733340286331,0.6539097092289308,2,Medium
2020,2,5,8.0,0,1.8211,20.0,3.044522437723423,0.27520933661032476,0,Low
2012,2,4,10.0,0,3.1154,45.0,3.828641396489095,0.23135769802853628,0,High
2018,2,8,5.5,0,1.1044,25.0,3.258096538021482,0.22697894526368212,0,Medium
2012,2,6,12.0,0,2.0907999999999998,30.0,3.4339872044851463,0.1937417322727867,0,Low
2019,2,4,12.0,0,2.80175,90.0,4.51085950651685,0.2910141806093385,0,Medium
2021,3,5,11.0,0,2.0121,45.0,3.828641396489095,0.46621244550565827,0,High
2014,2,4,8.4,0,1.34365,20.0,3.044522437723423,0.4385683928367762,4,Low
2003,2,2,12.0,0,3.2349,360.0,5.8888779583328805,0.33158099760879095,3,High
2016,3,6,10.0,1,1.7707000000000002,32.5,3.5115454388310208,0.2713641913292877,0,Low
1998,3,5,12.0,0,2.572,30.0,3.4339872044851463,0.2075799939651174,0,Medium
2016,3,6,14.0,0,1.4175,35.0,3.58351893845611,0.4158666867674095,0,High
2021,1,4,13.5,0,3.89175,120.0,4.795790545596741,0.556090610773264,2,High
2015,3,6,6.0,0,2.0513,60.0,4.110873864173311,0.2522065045192893,0,Medium
1972,2,2,16.0,0,2.24655,120.0,4.795790545596741,0.26636827847823313,3,Medium
1966,2,4,5.5,0,1.2052,10.0,2.3978952727983707,0.5982091841313133,7,Low
2009,2,4,4.0,0,1.1451500000000001,5.0,1.791759469228055,0.30159157797315805,0,Low
2008,3,6,12.909090909090908,0,3.0170500000000002,90.0,4.51085950651685,0.5759187436497979,1,Medium
2002,2,2,7.538461538461538,0,1.60285,25.0,3.258096538021482,0.5686966726800826,4,Medium
2014,1,3,16.0,0,3.3312,37.5,3.6506582412937387,0.2373688992937494,3,Medium
1961,2,2,16.0,0,1.9622,90.0,4.51085950651685,0.279315155546452,3,Low
2004,2,4,12.0,0,1.7090999999999998,45.0,3.828641396489095,0.3455278579806185,0,Medium
1992,2,8,12.0,0,1.3098999999999998,60.0,4.110873864173311,0.23053958096309954,0,Low
